"search_string"	"feilstaving_av"
"kriminaleterforsker"	"kriminaletterforsker"
"kriminaletteeforsker"	"kriminaletterforsker"
"kriminaletterfirsker"	"kriminaletterforsker"
"kriminaletterfordker"	"kriminaletterforsker"
"kriminalettetforsker"	"kriminaletterforsker"
"kriminalforsker"	"krimetterforsker"
"kriminalog"	"kriminolog"
"kriminalogi"	"kriminologi"
"kriminaltek"	"kriminalitet"
"kriminaltekkniker"	"kriminaltekniker"
"kriminalteknik"	"kriminalteknikk"
"kriminalteknikker"	"kriminaltekniker"
"kriminaltekninker"	"kriminaltekniker"
"kriminalteknolog"	"kriminalteknolog"
"kriminalteknologi"	"kriminalteknologi"
"kriminel"	"kriminell"
"kriminell psykologi"	"kriminalpsykologi"
"kriminelletterforsker"	"kriminaletterforsker"
"kriminilog"	"kriminolog"
"kriminilogi"	"kriminologi"
"kriminiolog"	"kriminolog"
"kriminlog"	"kriminolog"
"kriminlogi"	"kriminologi"
"kriminol"	"kriminolog"
"kriminolg"	"kriminolog"
"kriminolgi"	"kriminologi"
"kriminolig"	"kriminolog"
"kriminoligi"	"kriminologi"
"kriminolo"	"kriminolog"
"kriminologist"	"kriminolog"
"kriminology"	"kriminologi"
"krimiolog"	"kriminolog"
"krimiologi"	"kriminologi"
"krimionologi"	"kriminologi"
"krimnaletterforsker"	"kriminaletterforsker"
"krimnolog"	"kriminolog"
"krimnologi"	"kriminologi"
"krimolog"	"kriminolog"
"krimologi"	"kriminologi"
"krimonlog"	"kriminolog"
"krimonlogi"	"kriminologi"
"krimonolg"	"kriminologi"
"krimonolgi"	"kriminologi"
"krimonolig"	"kriminologi"
"krimonoligi"	"kriminologi"
"krimonolog"	"kriminolog"
"krimonologi"	"kriminologi"
"krimteknikere"	"krimtekniker"
"krimteknikker"	"krimtekniker"
"krimtekninker"	"krimtekniker"
"kriopraktor"	"kiropraktor"
"kripos"	"Kripos"
"krirurg"	"kirurg"
"krisehåntering"	"krisehåndtering"
"kristiandsand"	"Kristiansand"
"kristiansan"	"Kristiansand"
"kriurg"	"kirurg"
"krle"	"KRLE"
"krminolog"	"kriminolog"
"krminologi"	"kriminologi"
"kronolog"	"kronolog"
"kroppsdelmaker"	"kroppsdelmaker"
"kroppsdelsmaker"	"kroppsdelmaker"
"kroppslærer"	"kroppsøvingslærer"
"kroppsøvin"	"kroppsøving"
"kroppsøvinglærer"	"kroppsøvingslærer"
"kroppsøvings lærer"	"kroppsøvingslærer"
"kroppsøvning"	"kroppsøving"
"kroppsøvningslærer"	"kroppsøvingslærer"
"kropsøving"	"kroppsøving"
"krypos"	"Kripos"
"kubernetiker"	"kybernetiker"
"kubernetikk"	"kybernetikk"
"kubernitikk"	"kybernetikk"
"kulde montør"	"kuldemontør"
"kulde og varme pumpe"	"kulde- og varmepumpemontør"
"kulde og varmemontør"	"kulde- og varmepumpemontør"
"kulde tekniker"	"kuldetekniker"
"kulde- og varme- pumpemontør"	"kulde- og varmepumpemontør"
"kuldeteknikker"	"kuldetekniker"
"kullmontør"	"kuldemontør"
"kultu"	"kultur"
"kultur og komunikasjon"	"kultur og kommunikasjon"
"kultur og samfunnpsykologi"	"kultur- og samfunnspsykologi"
"kultur og samfunns psykologi"	"kultur- og samfunnspsykologi"
"kulturvitskap"	"kulturvitenskap"
"kunde behandler"	"kundebehandler"
"kunde mottaker"	"kundemottaker"
"kunde rådgiver"	"kunderådgiver"
"kunde service"	"kundeservice"
"kundemotak"	"kundemottak"
"kundemotaker"	"kundemottaker"
"kundemotakker"	"kundemottaker"
"kunderåd"	"kunderådgiver"
"kundesentermedarbeider"	"kundesentermedarbeider"
"kundeservic"	"kundeservice"
"kundeservice medarbeider"	"kundeservicemedarbeider"
"kundeservis"	"kundeservice"
"kundeveilder"	"kundeveileder"
"kunduktør"	"konduktør"
"kunnskapminister"	"kunnskapsminister"
"kuns"	"kunst"
"kunskapsminister"	"kunnskapsminister"
"kunsner"	"kunstner"
"kunst desig og arkitektur"	"kunst, design og arkitektur"
"kunst design og akritektur"	"kunst, design og arkitektur"
"kunst design og arketektur"	"kunst, design og arkitektur"
"kunst design og arkitetur"	"kunst, design og arkitektur"
"kunst designe og arkitektur"	"kunst, design og arkitektur"
"kunst desing og arkitektur"	"kunst, design og arkitektur"
"kunst formidling"	"kunstformidling"
"kunst ledelse"	"kunstledelse"
"kunst og håndtverk"	"kunst og håndverk"
"kunst og håndtverk lærer"	"kunst og håndverkslærer"
"kunst og håndtverkslærer"	"kunst og håndverkslærer"
"kunst og håndverklærer"	"kunst og håndverkslærer"
"kunst og håndverks lærer"	"kunst og håndverkslærer"
"kunst terapaut"	"kunstterapeut"
"kunst terapi"	"kunstterapi"
"kunst, design og arketektur"	"kunst, design og arkitektur"
"kunst, design og arkitektur vg3"	"påbygging Vg3"
"kunst, design og arkitetur"	"kunst, design og arkitektur"
"kunst, desing og arkitektur"	"kunst, design og arkitektur"
"kunsthøyskolen"	"kunsthøgskolen"
"kunsthøyskolen i oslo"	"Kunsthøgskolen i Oslo"
"kunstig innteligens"	"kunstig intelligens"
"kunstig intelegens"	"kunstig intelligens"
"kunstig inteligens"	"kunstig intelligens"
"kunstig intellegens"	"kunstig intelligens"
"kunstig intilligens"	"kunstig intelligens"
"kunstig intligens"	"kunstig intelligens"
"kunstlig"	"kunstig"
"kunstlig intelligens"	"kunstig intelligens"
"kunstløp trener"	"kunstløptrener"
"kunstterapaut"	"kunstterapeut"
"kunsulent"	"konsulent"
"kuntner"	"kunstner"
"kururg"	"kirurg"
"kva e jeg flik til"	"hva er jeg flink til"
"kvalitets kontrollør"	"kvalitetskontrollør"
"kvalitetsjef"	"kvalitetssjef"
"kvante fysikk"	"kvantefysikk"
"kvantefysikker"	"kvantefysikk"
"kybernatikk og robotikk"	"kybernetikk og robotikk"
"kybernetik"	"kybernetikk"
"kybernetikk og robotik"	"kybernetikk og robotikk"
"kybernetikk og robotisk"	"kybernetikk og robotikk"
"kybernetikker"	"kybernetiker"
"kybernikk"	"kybernetikk"
"kybernitikk"	"kybernetikk"
"kybernitikk og robotikk"	"kybernetikk og robotikk"
"kyropraktor"	"kiropraktor"
"kyrurg"	"kirurg"
"kyst vakt"	"kystvakt"
"kystsoneøkologi"	"kystsoneøkologi"
"køyrelærer"	"kjørelærer"
"l rer"	"lærer"
"lab teknikker"	"labtekniker"
"laberatorie"	"laboratorie"
"laboran"	"laborant"
"laboratorie assistent"	"laboratorieassistent"
"laboratorie ingeniør"	"laboratorieingeniør"
"laboratorie tekniker"	"laboratorietekniker"
"laboratorieforsker"	"laboratorieforsker"
"laboratorieutdanning"	"laboratorieutdanning"
"labrant"	"laborant"
"labrator"	"laboratorium"
"labratoriefaget"	"laboratoriefaget"
"labratorieingeniør"	"laboratorieingeniør"
"labratorietekniker"	"laboratorietekniker"
"labratorieteknikker"	"laboratorieteknikker"
"labratorium"	"laboratorium"
"labteknikker"	"labtekniker"
"laburant"	"laborant"
"lagee"	"lager"
"lagemedarbeider"	"lagermedarbeider"
"lager leder"	"lagerleder"
"lager sjef"	"lagersjef"
"lagerar"	"lagermedarbeider"
"lagermearbeider"	"lagermedarbeider"
"lagermed"	"lagermedarbeider"
"lagermedar"	"lagerleder"
"lagermedarbaider"	"lagermedarbeider"
"lagermedarbeidar"	"lagermedarbeider"
"lagermedarbeide"	"lagermedarbeider"
"lagermedarbeier"	"lagermedarbeider"
"lagermedarbieder"	"lagermedarbeider"
"lagmedarbeider"	"lagermedarbeider"
"lakering"	"lakkering"
"lakkør"	"lakkør"
"lakseopdrett"	"lakseoppdrett"
"lakseslakter"	"lakseslakter"
"laksopdrett"	"lakseoppdrett"
"laksoppdrett"	"lakseoppdrett"
"lamdmåler"	"landmåler"
"lanbruk"	"landbruk"
"lanbruksmekaniker"	"landbruksmekaniker"
"landbrukmekaniker"	"landbruksmekaniker"
"landbruks mekaniker"	"landbruksmekaniker"
"landbruksentrepenør"	"landbruksentreprenør"
"landbrukskole"	"landbruksskole"
"landbruksmek"	"landbruksmekaniker"
"landbruksmekanikker"	"landbruksmekaniker"
"landbruksmekaninker"	"landbruksmekaniker"
"landbrukstekniker"	"landbruksmekaniker"
"landbuksmekaniker"	"landbruksmekaniker"
"landemåler"	"landmåler"
"landksapsarkitektur"	"landskapsarkitektur"
"landmå"	"landmåler"
"landsarkitekt"	"landskapsarkitekt"
"landsbruk"	"landbruk"
"landsbruksmekaniker"	"landbruksmekaniker"
"landska"	"landskap"
"landskap arkitekt"	"landskapsarkitekt"
"landskap ingeniør"	"landskapsingeniør"
"landskaparkitekt"	"landskapsarkitekt"
"landskaparkitektur"	"landskapsarkitektur"
"landskapingeniør"	"landskapsingeniør"
"landskaps arkitektur"	"landskapsarkitektur"
"landskaps ingeniør"	"landskapsingeniør"
"landskapsa"	"landskapsarkitekt"
"landskapsakitekt"	"landskapsarkitekt"
"landskapsarkitek"	"landskapsarkitekt"
"landskapsarkitet"	"landskapsarkitekt"
"landskapsarkitetkt"	"landskapsarkitekt"
"landskapsarktitekt"	"landskapsarkitekt"
"landskapsinge"	"landskapsingeniør"
"landskapsingeiør"	"landskapsingeniør"
"landskapsingenjør"	"landskapsingeniør"
"landskapsingenør"	"landskapsingeniør"
"landskapsmåler"	"landskapsmåler"
"landskpsarkitekt"	"landskapsarkitekt"
"landsmåler"	"landmåler"
"landsmåling"	"landmåling"
"landsmåling og eiendomsdesign"	"landmåling og eiendomsdesign"
"landsskapsarkitekt"	"landskapsarkitekt"
"landsskapsingeniør"	"landskapsingeniør"
"landundersøkelse"	"landundersøkelse"
"lang transport"	"langtransport"
"langren"	"langrenn"
"lanskapsarkitekt"	"landskapsarkitekt"
"lanskapsingeniør"	"landskapsingeniør"
"larær"	"lærer"
"lastabil"	"lastebil"
"lastbil kjøfer"	"lastebilsjåfør"
"lastbil sjåfør"	"lastebilsjåfør"
"lastbilsjøfør"	"lastebilsjåfør"
"lastbilsjøfår"	"lastebilsjåfør"
"lastbilsjåfør"	"lastebilsjåfør"
"laste bil"	"lastebil"
"laste bil sjåfør"	"lastebilsjåfør"
"lastebil fører"	"lastebilsjåfør"
"lastebil mekaniker"	"lastebilmekaniker"
"lastebil mekanikker"	"lastebilmekaniker"
"lastebil sjafør"	"lastebilsjåfør"
"lastebil sjøfør"	"lastebilsjåfør"
"lastebil sjøfår"	"lastebilsjåfør"
"lastebilen"	"lastebil"
"lastebilfører"	"lastebilsjåfør"
"lastebilkjåfør"	"lastebilsjåfør"
"lastebill"	"lastebil"
"lastebilmekanikker"	"lastebilmekaniker"
"lastebilsjafør"	"lastebilsjåfør"
"lastebilsjofør"	"lastebilsjåfør"
"lastebilsjøfør"	"lastebilsjåfør"
"lastebilsjå"	"lastebilsjåfør"
"lastebilsjåflr"	"lastebilsjåfør"
"lastebilsjågør"	"lastebilsjåfør"
"lastebilskjofør"	"lastebilsjåfør"
"lastebilssjåfør"	"lastebilsjåfør"
"lastepilot"	"lastepilot"
"latebilsjåfør"	"lastebilsjåfør"
"laærer"	"lærer"
"lder"	"leder"
"learer"	"lærer"
"ledeer"	"leder"
"ledelese"	"ledelse"
"ledelse og adminstrasjon"	"ledelse og administrasjon"
"ledelse og organisasjons psykologi"	"ledelse og organisasjonspsykologi"
"ledelser"	"ledelse"
"leder assistent"	"lederassistent"
"leder av olje og gass utvining"	"leder av olje og gassutvinning"
"leder av olje og gassutvining"	"leder av olje og gassutvinning"
"leder av olje og gassutvinnig"	"leder av olje og gassutvinning"
"ledere"	"leder"
"ledese"	"ledelse"
"ledig stiling"	"ledige stillinger"
"ledige stilinger"	"ledige stillinger"
"leege"	"lege"
"lefe"	"lege"
"lefge"	"lege"
"leg"	"lege"
"lege asistent"	"legeassistent"
"lege kontor"	"legekontor"
"lege løn"	"lege lønn"
"lege lønn"	"lege lønn"
"lege sekreter"	"legesekretær"
"lege sekretær"	"legesekretær"
"lege sekritær"	"legesekretær"
"lege spesialister"	"legespesialist"
"lege spesiallist"	"legespesialist"
"lege spesialt"	"legespesialist"
"lege spessialist"	"legespesialist"
"legebarn"	"barnelege"
"legeforsker"	"lege forsker"
"legemedisin"	"lege medisin"
"legen"	"lege"
"leger"	"lege"
"legermedarbeider"	"lagermedarbeider"
"legesekeretær"	"legesekretær"
"legesekret"	"legesekretær"
"legesekreter"	"legesekretær"
"legesekretæ"	"legesekretær"
"legesekriter"	"legesekretær"
"legesekritær"	"legesekretær"
"legesekræter"	"legesekretær"
"legesektretær"	"legesekretær"
"legespeialist"	"legespesialist"
"legespesalist"	"legespesialist"
"legespesia"	"legespesialisering"
"legespesiali"	"legespesialist"
"legespesialis"	"legespesialist"
"legespesialisering"	"legespesialisering"
"legespesialisr"	"legespesialist"
"legespesialistar"	"legespesialist"
"legespesialister"	"legespesialist"
"legespesialit"	"legespesialist"
"legespesialst"	"legespesialist"
"legespesialt"	"legespesialist"
"legespessialist"	"legespesialist"
"legespsialist"	"legespesialist"
"legesækreter"	"legesekretær"
"legew"	"lege"
"legfe"	"lege"
"legoped"	"logoped"
"legre"	"lager"
"legw"	"lege"
"leie morder"	"leiemorder"
"lekeplassdesigner"	"lekeplassdesigner"
"lekktor"	"lektor"
"lekotor"	"lektor"
"lekotr"	"lektor"
"lekr"	"lektor"
"lekror"	"lektor"
"lekstor"	"lektor"
"lekt"	"lektor"
"lektir"	"lektor"
"lekto"	"lektor"
"lektor med oppryk"	"lektor med opprykk"
"lektor med tilleg"	"lektor med tillegg"
"lektor med tillegsutdanning"	"lektor med tilleggsutdanning"
"lektot"	"lektor"
"lektpr"	"lektor"
"lektr"	"lektor"
"lektro"	"lektor"
"lektror"	"lektor"
"lennsman"	"lensmann"
"lensman"	"lensmann"
"lentor"	"lektor"
"lerar"	"lærer"
"lerer"	"lærer"
"lerere"	"lærer"
"lerær"	"lærer"
"lett matros"	"lettmatros"
"lettkjøretøy"	"lette kjøretøy"
"leærer"	"lærer"
"lge"	"lege"
"ligistikk"	"logistikk"
"ligningskonsulent"	"ligningskonsulent"
"likestiling"	"likestilling"
"likestillin"	"likestilling"
"likfører"	"lokfører"
"liksminkør"	"liksminkør"
"lillehammer"	"Lillehammer"
"lillestrøm"	"Lillestrøm"
"lillestrøm vgs"	"påbygging til generell studiekompetanse Vg3"
"line fisker"	"linefisker"
"linguistikk"	"lingvistikk"
"lingvistik"	"lingvistikk"
"lingvistiker"	"lingvistikk"
"linje montør"	"linjemontør"
"linjebygger"	"linjebygger"
"linjer på vgs"	"Vg4"
"linjer vgs"	"påbygg Vg4"
"literaturvitenskap"	"litteraturvitenskap"
"literaturviter"	"litteraturviter"
"littratur"	"litteratur"
"livs veileder"	"livsveileder"
"livslanglæring"	"livslang læring"
"livsstilendring"	"livsstilsendring"
"livsstilendring og folkehelse"	"livsstilsendring og folkehelse"
"livsstilveileder"	"livsstilsveileder"
"livstil"	"livsstil"
"livstilsendring"	"livsstilsendring"
"livstilsendring og folkehelse"	"livsstilsendring og folkehelse"
"livsvakt"	"livvakt"
"livvak"	"livvakt"
"lk20"	"LK20"
"lketor"	"lektor"
"lkonom"	"økonomi"
"lkonomi"	"økonomi"
"llærer"	"lærer"
"load master"	"load master"
"logestik"	"logistikk"
"logestikk"	"logistikk"
"logestikkoperatør"	"logistikkoperatør"
"logfører"	"lokfører"
"loggestikk"	"logistikk"
"loggistik"	"logistikk"
"loggistikk"	"logistikk"
"logidtikk"	"logistikk"
"logisikk"	"logistikk"
"logisitkk"	"logistikk"
"logisti"	"logistikk"
"logistikk arbeider"	"logistikkarbeider"
"logistikk direktør"	"logistikkdirektør"
"logistikk ingenør"	"logistikkingeniør"
"logistikk inginør"	"logistikkingeniør"
"logistikk kordinator"	"logistikkkoordinator"
"logistikk leder"	"logistikkleder"
"logistikk lærling"	"logistikklærling"
"logistikk opperatør"	"logistikkoperatør"
"logistikk planlegger"	"logistikkplanlegger"
"logistikk sjef"	"logistikksjef"
"logistikker"	"logistiker"
"logistikkingeiør"	"logistikkingeniør"
"logistikkingenør"	"logistikkingeniør"
"logistikkkonsulent"	"logistikkonsulent"
"logistikkkoordinator"	"logistikkoordinator"
"logistikkkordinator"	"logistikkoordinator"
"logistikkop"	"logistikk"
"logistikkoperator"	"logistikkoperatør"
"logistikkoperatøe"	"logistikkoperatør"
"logistikkoperstør"	"logistikkoperatør"
"logistikkopertør"	"logistikkoperatør"
"logistikkopperatør"	"logistikkoperatør"
"logistikkoppratør"	"logistikkoperatør"
"logistikkopratør"	"logistikkoperatør"
"logistikkordinator"	"logistikkoordinator"
"logistikoperatør"	"logistikkoperatør"
"logistkk"	"logistikk"
"logitstikk"	"logistikk"
"logoed"	"logoped"
"logogped"	"logoped"
"logope"	"logoped"
"logopet"	"logoped"
"logostik"	"logistikk"
"logostikk"	"logistikk"
"logostikkoperatør"	"logistikkoperatør"
"logped"	"logoped"
"logstikk"	"logistikk"
"lokemotiv"	"lokomotiv"
"lokemotivfører"	"lokomotivfører"
"lokflrer"	"lokfører"
"lokforer"	"lokfører"
"lokførar"	"lokfører"
"lokføree"	"lokfører"
"lokførerskolen"	"lokførerskole"
"lokk fører"	"lokfører"
"lokkførar"	"lokfører"
"lokkfører"	"lokfører"
"lokkomotiv"	"lokomotiv"
"lokmo"	"lokomotiv"
"lokmofører"	"lokfører"
"lokmoti"	"lokomotiv"
"lokmotiv"	"lokomotiv"
"lokmotiv fører"	"lokomotivfører"
"lokmotivsjåfør"	"lokomotivfører"
"lokmotør"	"lokomotiv"
"lokofør"	"lokfører"
"lokofører"	"lokfører"
"lokomativ"	"lokomotiv"
"lokomitiv"	"lokomotiv"
"lokomoivfører"	"lokomotivfører"
"lokomot"	"lokomotiv"
"lokomoti"	"lokomotiv"
"lokomotiv sjofør"	"lokomotivsjåfør"
"lokomotivførere"	"lokomotivfører"
"lokomotivføret"	"lokomotivfører"
"lokomotivkjører"	"lokomotivfører"
"lokomotivsjofør"	"lokomotivsjåfør"
"lokomotivsjåfør"	"lokomotivfører"
"lokomotør"	"lokomotiv"
"lokomtiv"	"lokomotiv"
"lokomtivfører"	"lokomotivfører"
"lokoped"	"logoped"
"lokotiv"	"lokomotiv"
"lokotivfører"	"lokomotivfører"
"lolfører"	"lokfører"
"lomotivfører"	"lokomotivfører"
"lottomilionær"	"lottomillionær"
"lottomiljonær"	"lottomillionær"
"lottomillioner"	"lottomillionær"
"louisenberg"	"Lovisenberg"
"lrge"	"lege"
"lrgr"	"lager"
"luft forsvar"	"luftforsvar"
"luft forsvaret"	"luftforsvaret"
"luft trafikk"	"lufttrafikk"
"luftabulanse"	"luftambulanse"
"luftanbulanse"	"luftambulanse"
"luftfarts ingeniør"	"luftfartsingeniør"
"luftfartsteknikk"	"luftfartsteknikk"
"luftfartsutdanning"	"luftfartsutdanning"
"luftfartsvitenskap"	"luftfartsvitenskap"
"lufthavnsbetjent"	"lufthavnbetjent"
"lukfører"	"lokfører"
"lukkfører"	"lokfører"
"lwge"	"lege"
"lwktor"	"lektor"
"lyd design"	"lyddesign"
"lyd designer"	"lyddesigner"
"lyd kunst"	"lydkunst"
"lyd teknikk"	"lydteknikk"
"lyd teknikker"	"lydtekniker"
"lydteknik"	"lydteknikk"
"lydteknikker"	"lydtekniker"
"lydtekninker"	"lydtekniker"
"lys designer"	"lysdesigner"
"lys teknikker"	"lystekniker"
"lysteknik"	"lysteknikk"
"lysteknikar"	"lystekniker"
"lysteknikker"	"lydtekniker"
"læarer"	"lærer"
"læer"	"lærer"
"læere"	"lærer"
"læerer"	"lærer"
"læge"	"lege"
"læktor"	"lektor"
"læler"	"lærer"
"læling"	"lærling"
"lærar"	"lærer"
"lærar lønn"	"lærerlønn"
"lærar yrke"	"lærer yrke"
"lærare"	"lærer"
"lære bedrift"	"lærebedrift"
"lærebdrift"	"lærebedrift"
"lærebedrif"	"lærebedrift"
"læree"	"lærer"
"læreer"	"lærer"
"læref"	"lærer"
"lærene"	"lærer"
"lærer 1-7"	"lærer 1.-7."
"lærer 5-10"	"lærer 5.-10."
"lærer asistent"	"lærerassistent"
"lærer høgskole"	"lærerhøgskole"
"lærer høgskolen"	"lærerhøgskole"
"lærer i kunst og håndtverk"	"kunst og håndverkslærer"
"lærer kunst og håndtverk"	"kunst og håndverkslærer"
"lærer ungdomskole"	"lærer ungdomsskole"
"lærer utdaning"	"lærerutdanning"
"lærer vgs"	"påbygging Vg4"
"lærer vidergående"	"lærer videregående"
"lærer vidregående"	"lærer videregående"
"lærera"	"lærer"
"lærerasistent"	"lærerassistent"
"lærerbarnehage"	"lærer barnehage"
"lærerbedrift"	"lærebedrift"
"lærereassistent"	"lærerassistent"
"lærerer"	"lærer"
"lærerkandidat"	"lærekandidat"
"lærerplan"	"læreplan"
"lærerr"	"lærer"
"lærerstudent"	"lærerstudent"
"lærert"	"lærer"
"lærerut"	"lærer"
"læreutdanning"	"lærerutdanning"
"læringslønn"	"lærlinglønn"
"lærlig"	"lærling"
"lærling bedrifter"	"lærlingbedrift"
"lærling plass"	"lærlingeplass"
"lærlingebedrift"	"lærlingbedrift"
"lærlingslønn"	"lærlinglønn"
"lærlingsplass"	"lærlingplass"
"lærlingtetthet"	"lærlingtetthet"
"lærrer"	"lærer"
"lærrr"	"lærer"
"lærw"	"lærer"
"lærwr"	"lærer"
"lærær"	"lærer"
"læraar"	"lærer"
"læter"	"lærer"
"lætrt"	"lærer"
"løkforer"	"lokfører"
"løkfører"	"lokfører"
"løkomotivfører"	"lokomotivfører"
"lømm"	"lønn"
"løn"	"lønn"
"lønd"	"lønn"
"lønm"	"lønn"
"lønn"	"lønn"
"lønn adjunkt"	"adjunkt lønn"
"lønn advokat"	"advokat lønn"
"lønn ambulanse"	"ambulanse lønn"
"lønn ambulansearbeider"	"ambulansearbeider lønn"
"lønn apotektekniker"	"apotektekniker lønn"
"lønn arkitekt"	"arkitekt lønn"
"lønn barne og ungdomsarbeider"	"barne- og ungdomsarbeider lønn"
"lønn barnehage"	"barnehage lønn"
"lønn barnehagelærer"	"barnehagelærer lønn"
"lønn bilmekaniker"	"bilmekaniker lønn"
"lønn bioingeniør"	"bioingeniør lønn"
"lønn bussjåfør"	"bussjåfør lønn"
"lønn butikkmedarbeider"	"butikkmedarbeider lønn"
"lønn elektriker"	"elektriker lønn"
"lønn elektro"	"elektro lønn"
"lønn for helsefagarbeider"	"helsefagarbeider lønn"
"lønn frisør"	"frisør lønn"
"lønn fysioterapi"	"fysioterapi lønn"
"lønn helsefagarbeider"	"helsefagarbeider lønn"
"lønn helsesekretær"	"helsesekretær lønn"
"lønn hjelpepleier"	"hjelpepleier lønn"
"lønn hr"	"hr lønn"
"lønn ingeniør"	"ingeniør lønn"
"lønn jordmor"	"jordmor lønn"
"lønn jurist"	"jurist lønn"
"lønn kalkulator"	"lønnskalkulator"
"lønn kjønn"	"kjønn lønn"
"lønn kokk"	"kokk lønn"
"lønn kontormedarbeider"	"kontormedarbeider lønn"
"lønn lege"	"lege lønn"
"lønn lektor"	"lektor lønn"
"lønn lærer"	"lærer lønn"
"lønn lærling"	"lærling lønn"
"lønn mekaniker"	"mekaniker lønn"
"lønn murer"	"murer lønn"
"lønn og personal"	"og personal lønn"
"lønn pedagogisk leder"	"pedagogisk leder lønn"
"lønn pilot"	"pilot lønn"
"lønn politi"	"politi lønn"
"lønn psykolog"	"psykolog lønn"
"lønn rørlegger"	"rørlegger lønn"
"lønn sivilingeniør"	"sivilingeniør lønn"
"lønn siviløkonom"	"siviløkonom lønn"
"lønn snekker"	"snekker lønn"
"lønn sosionom"	"sosionom lønn"
"lønn spesialpedagog"	"spesialpedagog lønn"
"lønn sykepleie"	"sykepleie lønn"
"lønn sykepleier"	"sykepleier lønn"
"lønn sykepleiere"	"sykepleiere lønn"
"lønn tannlege"	"tannlege lønn"
"lønn tømrer"	"tømrer lønn"
"lønn under utdanning"	"lønn under utdanning"
"lønn vaktmester"	"vaktmester lønn"
"lønn vernepleier"	"vernepleier lønn"
"lønnet utdanning"	"lønn under utdanning"
"lønnkonsulent"	"lønnskonsulent"
"lønnmedarbeider"	"lønnsmedarbeider"
"lønnn"	"lønn"
